"CO_ppm_parts","CO_ppm_density","CO_temp","CO_humidity","TVOC_ppm_parts","TVOC_ppm_density","TVOC_temp","TVOC_humidity","O3_ppm_parts","O3_ppm_density","O3_temp","O3_humidity","NO2_ppm_parts","NO2_ppm_density","NO2_temp","NO2_humidity","SO2_ppb_parts","SO2_ppb_density","SO2_temp","SO2_humidity","analog_CO","analog_CO_Ref","analog_NO2","analog_NO2_Ref","analog_SO2","analog_SO2_Ref","analog_O3","analog_O3_Ref","sgp_VOC","stc31_CO2","telaire_CO2","sht41_temp","sht41_humidity","chipcap_tempC","chipcap_tempF","chipcap_humidity","PM1.0_ug/m3","PM2.5_(ug/m3)","PM4.0_(ug/m3)","PM10.0_(ug/m3)","PM0.5_(/cm3)","PM1_(/cm3)","PM2.5_(/cm3)","PM4.0_(/cm3)","PM10.0_(/cm3)","Typical_(nm)","TimeStampMillis","SetupLoopExeTime=132870","SetupLoopOffset=27143","MillisMsb=4060217741","MillisLsb=1752713415","FileAttr1=4291371562","FileAttr2=257"
59,67,32.02,74.95,0,0,32.48,72.18,7,13,32.38,69.73,0,0,31.71,74.54,0,0,31.11,77.71,497,496,470,495,533,496,476,494,57788,3.92,488,30.28,70.97,30.56,87.01,65.16,15,15,15,15,95,15,111,111,111,538,282851,,,,,,
59,67,32.71,72.01,0,0,32.77,69.79,8,15,32.91,67.02,0,0,32.41,71.49,0,0,31.78,75.39,489,495,453,495,470,496,468,495,57764,3.91,469,30.22,69.81,30.63,87.14,64.33,15,15,15,15,95,15,111,111,111,545,287969,,,,,,
59,67,32.9,69.62,0,0,32.41,69.14,10,19,32.64,65.97,0,0,32.63,69.11,0,0,32,72.69,495,496,471,495,488,496,473,496,57753,3.96,470,30.15,70.15,30.55,86.99,63.04,15,15,15,15,95,15,112,112,112,553,293098,,,,,,
59,67,32.62,69.17,0,0,32.18,69.47,11,21,32.41,66.07,0,0,32.58,68.06,0,0,31.9,71.82,480,495,428,495,482,497,465,497,57748,3.96,471,30.17,70.39,30.51,86.92,63.26,15,15,15,15,94,15,110,110,110,559,298217,,,,,,
55,63,32.5,69.5,0,0,31.98,70.19,12,23,32.16,66.53,0,0,32.37,68.26,0,0,31.65,71.94,487,493,463,495,501,496,464,496,57837,3.85,472,30.18,70.8,30.48,86.86,63.38,15,14,15,15,92,15,108,108,108,555,303387,,,,,,
52,59,32.46,69.98,0,0,31.98,70.19,13,25,33.23,65.78,0,0,32.28,68.68,0,0,31.6,72.37,495,493,474,495,465,496,458,495,57824,3.85,474,30.19,70.88,30.52,86.94,63.77,15,15,15,15,97,15,113,113,113,568,308547,,,,,,
52,59,33.37,68.97,0,0,32.91,69.66,13,25,33.23,65.78,0,0,32.96,68.48,0,0,32.59,71.44,474,495,421,495,524,496,444,496,57816,3.8,475,30.24,70.75,30.53,86.96,63.99,16,16,16,16,101,16,119,119,119,565,313676,,,,,,
52,59,33.74,67.57,0,0,33.24,68.26,13,25,33.48,64.67,0,0,33.43,66.85,0,0,32.4,70.76,501,494,473,495,466,495,485,494,57784,3.71,473,30.3,70.64,30.55,86.99,63.92,17,17,17,17,109,17,127,127,128,559,318795,,,,,,
52,59,33.78,66.69,0,0,33.24,67.48,14,27,33.45,64.19,0,0,33.73,65.85,0,0,32.41,70.76,486,495,454,495,530,497,452,496,57741,3.75,472,30.34,70.37,30.57,87.03,63.84,18,18,18,18,113,18,133,133,133,570,323925,,,,,,
52,59,33.66,66.6,0,0,33.04,67.6,14,27,33.41,64.02,0,0,33.61,65.65,0,0,32.46,70.58,480,495,440,494,456,495,438,496,57719,3.65,470,30.34,70.42,30.6,87.08,63.62,18,18,18,18,114,18,134,134,134,584,329044,,,,,,
52,59,33.56,67.02,0,0,32.89,68.09,14,27,33.3,64.22,0,0,33.27,66.3,0,0,32.4,70.58,484,497,450,495,528,496,458,496,57703,3.65,465,30.36,70.36,30.63,87.14,63.65,19,18,19,19,116,19,136,136,136,585,334174,,,,,,
52,59,33.43,67.31,0,0,32.73,68.62,14,27,33.18,64.54,0,0,33.27,66.3,0,0,32.4,70.58,477,494,438,495,469,496,432,495,57700,3.68,462,30.39,70.01,30.66,87.19,63.57,20,19,19,20,116,20,137,137,138,596,339299,,,,,,
52,59,33.36,67.41,0,0,32.7,68.81,13,25,33.06,64.73,0,0,33.2,66.49,0,0,32.31,70.8,490,496,445,495,536,497,459,496,57691,3.61,460,30.4,70.02,30.68,87.23,63.28,20,19,20,20,117,20,138,138,138,601,344428,,,,,,
59,67,33.25,67.73,0,0,32.58,68.95,13,25,32.93,64.93,0,0,33.09,66.58,0,0,32.24,70.9,490,493,457,494,487,497,473,496,57688,3.52,460,30.39,70.2,30.71,87.28,63.16,19,18,19,19,113,19,133,133,133,584,349547,,,,,,
62,71,33.14,68.02,0,0,32.45,69.34,12,23,32.86,65.35,0,0,33,66.92,0,0,32.04,71.12,489,495,468,494,513,496,457,496,57689,3.61,459,30.37,70.32,30.74,87.34,63.21,18,18,18,18,107,18,127,127,127,598,354677,,,,,,
66,75,32.98,68.55,0,0,32.33,69.86,11,21,32.75,65.75,0,0,32.86,67.41,0,0,31.9,71.72,489,495,462,495,488,496,468,496,57737,3.54,458,30.38,70.54,30.72,87.3,63.33,17,16,17,17,101,17,119,120,120,586,359796,,,,,,
66,75,33.06,68.84,0,0,32.39,70.12,10,19,32.73,66.04,0,0,32.84,67.69,0,0,31.78,72.15,492,496,476,495,483,497,457,495,57724,3.55,457,30.39,70.73,30.71,87.28,63.53,17,16,16,17,98,17,115,116,116,579,364925,,,,,,
69,79,33.14,68.51,0,0,32.41,70.12,9,17,32.84,66.04,0,0,33.11,67.48,0,0,31.83,72.44,491,495,486,494,490,496,474,497,57703,3.55,453,30.39,71.45,30.74,87.34,63.75,16,16,16,16,97,16,115,115,115,574,370043,,,,,,
76,87,33.27,69.11,0,0,32.39,70.8,8,15,32.77,66.63,0,0,32.93,67.99,0,0,31.86,72.64,497,495,463,495,475,496,486,497,57699,3.54,445,30.38,71.61,30.77,87.39,64.38,16,15,16,16,96,16,113,114,114,568,375176,,,,,,
80,92,33.12,69.3,0,0,32.25,71.33,7,13,32.66,67.15,0,0,33,68.48,0,0,31.78,73.62,488,495,464,494,485,496,477,496,57729,3.54,442,30.36,70.74,30.75,87.35,64.67,18,17,17,18,107,18,126,126,126,560,380287,,,,,,
83,95,33.28,68.81,0,0,32.39,70.9,6,11,32.75,66.72,0,0,32.96,68.08,0,0,31.83,73.12,489,494,463,495,467,496,448,496,57733,3.7,443,30.33,70.02,30.71,87.28,63.99,21,20,21,21,128,21,150,150,150,542,385420,,,,,,
87,100,33.21,67.93,0,0,32.45,70.02,5,9,32.73,66.04,0,0,33.11,67.48,0,0,31.78,72.44,492,493,478,494,508,496,472,496,57728,3.65,444,30.39,69.59,30.67,87.21,63.38,20,20,20,20,125,20,146,147,147,548,390538,,,,,,
90,103,33.22,67.34,0,0,32.41,69.34,5,9,32.8,65.25,0,0,33.15,66.58,0,0,31.82,71.75,473,495,430,495,494,497,458,496,57802,3.64,445,30.32,69.43,30.66,87.19,62.82,19,19,19,19,120,19,141,141,141,534,395538,,,,,,
97,111,33.43,67.21,0,0,32.59,69.11,4,7,33,65.03,0,0,33.07,66.43,0,0,31.91,71.51,500,494,480,495,490,496,466,495,57773,3.71,446,30.25,69.91,30.6,87.08,62.67,18,18,18,18,115,18,134,134,134,535,400699,,,,,,
97,111,33.22,67.15,0,0,32.5,68.95,4,7,32.91,64.86,0,0,33.24,66.19,0,0,31.84,71.56,495,495,475,495,480,496,472,495,57766,3.68,446,30.22,69.84,30.56,87.01,63.16,17,17,17,17,106,17,124,124,124,541,405829,,,,,,
97,111,33.05,67.48,0,0,32.22,69.17,3,5,32.64,64.99,0,0,32.95,66.33,0,0,31.52,71.79,484,494,434,494,481,496,454,496,57759,3.74,452,30.16,69.62,30.53,86.96,63.06,15,15,15,15,95,15,111,111,112,534,410959,,,,,,
97,111,32.84,67.7,0,0,31.96,69.6,3,5,32.34,65.42,0,0,32.71,66.56,0,0,31.3,72.32,490,495,470,495,467,496,468,496,57758,3.75,452,30.18,69.67,30.52,86.94,62.82,14,14,14,14,87,14,102,102,102,543,416077,,,,,,
94,108,32.65,68.09,0,0,31.86,69.99,3,5,32.23,65.91,0,0,32.55,67.08,0,0,31.3,72.71,485,493,439,494,505,496,446,495,57769,3.77,451,30.19,69.62,30.48,86.86,62.79,13,13,13,13,83,13,97,97,97,531,421207,,,,,,
94,108,32.77,68.48,0,0,31.7,70.42,2,3,32.13,66.23,0,0,32.4,67.48,0,0,31.34,72.8,489,495,463,495,471,496,481,495,57852,3.74,449,30.26,69.78,30.47,86.85,62.87,12,12,12,12,79,12,92,92,92,528,426326,,,,,,
94,108,33.61,67.38,0,0,32.65,69.59,1,1,33.09,65.52,0,0,32.4,67.48,0,0,31.34,72.8,485,493,437,495,499,495,442,494,57882,3.71,448,30.32,69.72,30.51,86.92,63.01,12,12,12,12,79,12,92,92,92,528,431455,,,,,,
90,103,34.23,65.94,0,0,33.27,68.06,0,0,33.7,63.86,0,0,33.02,67.21,0,0,32.23,71.58,489,495,467,495,475,497,471,495,57881,3.65,458,30.38,70.02,30.53,86.96,63.09,12,12,12,12,79,12,92,92,92,528,436574,,,,,,
87,100,34.79,64.32,0,0,34.13,66.27,0,0,34.5,62.21,0,0,33.68,65.75,0,0,32.84,69.94,481,493,437,495,466,495,459,494,57791,3.55,450,30.44,69.57,30.6,87.08,63.31,12,12,12,12,78,12,91,91,91,517,441740,,,,,,
87,100,34.37,64.06,0,0,33.75,65.65,0,0,34.08,61.68,0,0,34.4,64.19,0,0,33.56,68.08,495,493,470,495,520,496,466,496,57772,3.68,428,30.47,69.34,30.67,87.21,62.99,12,12,12,12,78,12,92,92,92,520,446899,,,,,,
87,100,34.37,64.06,0,0,33.78,65.85,0,0,34.08,61.98,0,0,34.3,63.14,0,0,33.09,67.67,475,493,457,495,491,496,447,497,57760,3.52,395,30.5,69.84,30.71,87.28,62.65,12,12,12,12,78,12,91,91,91,516,452029,,,,,,
90,103,34.45,64.35,0,0,33.75,66.04,1,1,34.24,62.14,0,0,34.06,63.47,0,0,33.12,68.01,478,494,451,494,490,496,437,495,57731,3.52,405,30.45,69.49,30.75,87.35,62.96,12,12,12,12,78,12,91,91,91,518,457148,,,,,,
90,103,34.5,64.74,0,0,33.78,65.46,1,1,34.05,61.68,0,0,34.13,63.83,0,0,33.07,68.35,484,494,466,495,490,496,464,495,57735,3.65,409,30.39,69.18,30.78,87.41,62.77,12,12,12,12,78,12,91,91,91,509,462278,,,,,,
90,103,34.24,64.38,0,0,33.52,65.58,1,1,33.77,61.91,0,0,34.32,63.53,0,0,32.91,68.06,499,496,468,495,484,495,467,494,57730,3.61,428,30.34,69.29,30.77,87.39,62.33,12,12,12,12,77,12,90,90,90,515,467397,,,,,,
87,100,34.12,64.48,0,0,33.29,66.1,2,3,33.54,62.53,0,0,33.93,63.47,0,0,32.53,68.51,490,495,473,494,499,496,476,496,57730,3.58,432,30.33,69.96,30.74,87.34,62.16,12,12,12,12,78,12,91,91,91,515,472528,,,,,,
87,100,33.77,65.23,0,0,33.16,66.99,2,3,33.43,63.31,0,0,33.78,63.89,0,0,32.34,69.5,488,496,474,495,465,497,470,496,57763,3.7,434,30.32,70.17,30.71,87.28,62.72,12,12,12,12,75,12,88,88,88,518,477647,,,,,,
83,95,33.8,65.91,0,0,33.25,67.28,2,3,33.43,63.5,0,0,33.64,64.76,0,0,32.15,70.51,495,494,463,496,489,496,485,496,57755,3.58,434,30.28,70.46,30.71,87.28,63.04,12,12,12,12,76,12,89,89,89,529,482778,,,,,,
83,95,33.83,66.01,0,0,32.84,68.09,2,3,33.11,64.44,0,0,33.59,65.06,0,0,32.08,71.12,486,495,459,495,494,496,472,495,57755,3.64,433,30.3,70.5,30.7,87.26,63.26,12,12,12,12,76,12,89,89,89,530,487991,,,,,,
83,95,33.52,66.82,0,0,32.84,68.09,2,3,33.11,64.44,0,0,33.41,65.58,0,0,31.93,71.82,488,495,474,495,485,496,470,495,57760,3.59,432,30.32,70.07,30.66,87.19,63.57,12,12,12,12,78,12,91,91,91,521,492920,,,,,,
80,92,33.16,67.15,0,0,32.47,68.35,1,1,32.79,64.67,0,0,33.14,66,0,0,31.69,71.85,492,494,478,494,472,495,480,495,57758,3.64,430,30.36,70.27,30.62,87.12,63.21,12,12,12,12,78,12,91,92,92,523,498039,,,,,,
80,92,33.06,67.77,0,0,32.36,69.14,0,0,32.64,65.39,0,0,32.87,66.62,0,0,31.65,72.35,494,494,466,495,496,495,474,496,57754,3.71,431,30.4,69.92,30.62,87.12,63.33,12,12,12,12,77,12,91,91,91,517,503169,,,,,,
83,95,32.99,68.16,0,0,32.29,69.66,0,0,32.59,65.78,0,0,32.83,67.33,0,0,31.65,72.44,485,494,465,495,445,496,471,497,57749,3.71,431,30.42,69.73,30.64,87.15,63.21,12,12,12,12,76,12,89,89,89,505,508289,,,,,,
87,100,32.99,68.26,0,0,32.36,69.63,0,0,32.66,65.78,0,0,32.86,67.41,0,0,31.71,72.44,492,496,465,495,499,495,464,496,57755,3.59,429,30.49,69.98,30.7,87.26,62.99,12,11,12,12,74,12,87,87,87,510,513419,,,,,,
87,100,33.21,68.32,0,0,32.4,69.63,0,0,32.73,65.75,0,0,33.05,67.31,0,0,31.83,72.35,484,494,470,494,429,495,494,496,57757,3.48,435,30.53,70.64,30.71,87.28,63.13,11,11,11,11,73,11,85,85,85,512,518538,,,,,,
87,100,33.39,67.9,0,0,32.52,69.53,0,0,32.86,65.64,0,0,33.2,66.89,0,0,31.86,72.05,492,495,461,495,501,495,460,496,57740,3.58,445,30.59,69.74,30.75,87.35,63.65,11,11,11,11,73,11,85,85,85,499,523668,,,,,,
87,100,33.43,67.51,0,0,32.65,69.3,0,0,32.99,65.22,0,0,33.2,66.89,0,0,31.86,72.05,491,493,485,495,439,496,475,496,57725,3.59,463,30.62,69.3,30.79,87.43,63.06,12,12,12,12,75,12,87,87,87,493,528787,,,,,,
87,100,33.73,66.99,0,0,32.68,69.01,0,0,33.06,64.93,0,0,33.2,66.58,0,0,32.02,71.62,483,494,437,495,509,496,443,495,57706,3.44,530,30.67,69.49,30.83,87.5,62.79,12,12,12,12,77,12,89,89,89,493,533918,,,,,,
87,100,33.49,67.12,0,0,32.74,68.62,0,0,33.09,64.64,0,0,33.33,66.1,0,0,32.34,71.16,485,493,485,494,440,496,492,497,57693,3.48,518,30.72,69.88,30.83,87.5,62.7,12,12,12,12,78,12,90,91,91,506,539038,,,,,,
83,95,33.4,67.8,0,0,32.68,69.3,0,0,32.98,65.42,0,0,33.23,66.69,0,0,32.16,70.9,487,495,439,494,512,496,430,495,57684,3.52,512,30.71,69.82,30.87,87.57,63.26,12,12,12,12,77,12,90,90,90,518,544168,,,,,,
80,92,33.3,67.63,0,0,32.65,68.62,0,0,32.93,65.03,0,0,33.15,66.69,0,0,32.06,71.82,492,493,481,495,448,496,481,496,57684,3.54,509,30.72,69.57,30.9,87.63,63.31,12,12,12,12,78,12,91,91,91,516,549288,,,,,,
80,92,33.21,67.44,0,0,32.59,68.91,0,0,32.88,65.35,0,0,33.11,66.79,0,0,31.96,71.03,497,495,438,495,561,496,455,495,57686,4.02,511,30.77,67.75,30.91,87.64,63.16,12,12,12,12,80,12,93,93,93,515,554419,,,,,,
1815,2087,33.12,64.31,1067,1067,32.43,65.13,0,0,32.73,61.83,0,0,32.97,63.89,0,0,31.84,71.46,540,495,475,494,611,496,470,495,57700,5.3,518,30.77,60.66,30.93,87.68,62.06,12,12,12,12,77,12,90,90,90,511,559544,,,,,,
5250,6037,32.99,63.56,4283,4283,32.33,64.77,0,0,32.62,61.08,0,0,32.89,63.59,3,7,31.65,66.94,562,495,453,494,632,497,460,496,57712,6.1,674,30.76,60.09,30.89,87.61,55.42,11,11,11,11,69,11,81,81,81,507,564674,,,,,,
10041,11547,32.87,63.56,10203,10203,32.2,64.57,0,0,32.5,60.49,0,0,32.74,61.57,9,23,31.49,66.3,553,496,489,495,651,496,487,497,57739,5.86,1105,30.76,56.78,30.91,87.64,54.69,10,10,10,10,63,10,74,74,74,497,569794,,,,,,
13508,15534,32.8,65.45,14740,14740,32.09,65.67,0,0,32.41,61.89,0,0,32.66,62.75,17,44,31.32,66.51,574,494,476,495,746,496,471,496,57752,6.5,2197,30.79,58.4,30.96,87.73,51.34,9,9,9,9,60,9,70,70,70,508,574925,,,,,,
16794,19313,32.68,64.08,19185,19185,31.98,65.38,0,0,32.28,60.91,0,0,32.59,64.31,23,60,31.22,68.1,563,494,473,495,615,496,480,496,57766,6.2,5176,30.84,59.26,31.02,87.84,52,9,9,9,9,57,9,66,66,66,502,580045,,,,,,
19763,22727,32.66,65.25,23530,23530,31.96,66.46,0,0,32.24,62.28,0,0,32.48,63.36,35,91,31.15,68.58,536,494,475,496,725,496,462,495,57782,6.16,8056,30.87,60.49,31.05,87.9,52.2,9,9,9,9,56,9,65,65,65,506,585175,,,,,,
22038,25343,32.58,65.29,26907,26907,31.89,66.07,0,0,32.16,62.41,0,0,32.4,63.75,39,102,31.08,68.62,527,494,490,495,594,495,455,496,57796,6.39,10281,30.9,58.38,31.06,87.92,53.37,8,8,8,8,54,8,63,63,63,497,590295,,,,,,
23512,27038,32.53,65.29,28907,28907,31.84,66.3,0,0,32.14,62.81,0,0,32.34,64.44,41,107,31.04,68.82,507,495,458,496,751,497,462,496,57809,6.51,11719,30.92,59.21,31.12,88.02,52.1,8,8,8,8,53,8,62,62,62,490,595426,,,,,,
22850,26277,32.48,65.58,29209,29209,31.8,66.69,0,0,32.09,63.1,0,0,32.32,64.57,40,104,31,68.62,533,495,482,495,701,497,459,496,57815,6.41,12635,30.99,58.16,31.18,88.12,50.78,8,8,8,8,52,8,60,60,60,494,600546,,,,,,
20658,23756,32.43,65.68,27543,27543,31.74,66.59,0,0,32.05,62.81,0,0,32.29,64.17,37,96,30.97,68.72,509,494,448,494,659,496,447,496,57780,5.61,13529,31.03,64.92,31.25,88.24,50,8,8,8,8,52,8,61,61,61,500,605673,,,,,,
17128,19697,32.38,69.2,23462,23462,31.7,70.12,0,0,32,65.74,0,0,32.22,65.74,32,83,30.99,73.33,506,494,444,495,614,497,455,496,57723,4.7,14280,31.09,70.58,31.28,88.3,55.35,8,8,8,8,55,8,64,64,64,498,610792,,,,,,
14728,16937,32.34,72.33,20648,20648,31.7,73.85,0,0,31.98,69.27,0,0,32.2,69.47,29,75,31.04,77.55,504,494,453,494,667,496,437,497,57646,4.44,14740,31.15,73.47,31.32,88.37,62.55,9,9,9,9,56,9,65,65,65,504,615961,,,,,,
14728,16937,32.34,72.33,17876,17876,31.7,76.5,0,0,31.98,72.02,0,0,32.2,69.47,29,75,31.04,77.55,501,493,466,493,551,495,456,494,57575,2.87,14907,31.3,78.89,31.37,88.46,67.41,9,9,9,9,58,9,68,68,68,510,621080,,,,,,
12337,14187,32.34,75.07,14987,14987,31.73,78.07,0,0,31.98,74.07,0,0,32.2,72.31,26,68,31.18,80.56,491,495,495,494,572,495,453,495,57522,3.65,14932,31.45,81.15,31.48,88.66,72.53,10,10,10,10,61,10,72,72,72,505,626221,,,,,,
10069,11579,32.31,76.87,12722,12722,32.25,82.2,0,0,33.5,89.3,0,0,32.18,74.85,23,60,31.32,82.33,505,494,983,495,593,496,872,496,57124,4.33,14459,34.68,97.58,31.65,88.97,75.02,11,11,11,11,68,11,79,79,79,523,631351,,,,,,
8240,9476,33.78,93.65,12030,12030,33.14,99.99,0,0,35.34,99.99,0,0,32.16,75.83,21,55,32.59,94.65,508,496,979,496,610,496,0,497,56492,0.54,13957,35.83,100.88,32.38,90.29,87.74,12,12,12,12,77,12,90,90,90,536,636471,,,,,,
7205,8285,34.59,99.99,12117,12117,34.16,99.99,0,0,37.93,99.99,0,0,34.91,99.99,21,55,33.49,99.99,491,495,0,495,564,497,438,495,56734,1.28,13872,34.58,100.36,34.58,94.24,97.24,22,21,22,22,138,22,161,161,161,538,641601,,,,,,
6578,7564,37.28,99.99,12154,12154,35.04,99.99,0,0,39.21,99.99,0,0,35.16,99.99,23,60,35.27,99.99,486,493,241,495,334,497,454,497,56723,3.2,16907,35.64,101.3,34.45,94.01,95.34,25,25,25,25,158,25,184,184,184,543,646720,,,,,,
5759,6622,38.3,99.99,11827,11827,35.23,99.99,0,0,38.84,92.92,0,0,37.71,99.99,24,62,36.96,99.99,469,492,978,495,594,496,350,497,56466,0.56,16851,36.21,101.34,35.12,95.22,97.17,25,24,25,25,156,25,183,183,183,547,651851,,,,,,
4885,5617,37.8,98.63,11364,11364,34.91,83.72,0,0,38.02,73.98,0,0,38.28,99.99,23,60,36.25,99.99,494,495,980,496,467,496,423,497,56127,0.49,18876,37.29,101.28,36.23,97.22,99.17,23,23,23,23,148,23,173,173,173,553,656971,,,,,,
4139,4759,37.4,76.58,10499,10499,34.79,76.15,0,0,38.02,73.98,0,0,37.82,85.11,20,52,35.83,88.71,476,495,620,495,769,498,252,497,55429,-0.05,24265,38.72,101.22,37.38,99.28,99.32,22,22,22,22,139,22,162,162,162,565,662101,,,,,,
3473,3993,37.12,76.81,9549,9549,34.77,77.61,2,3,37.72,71.69,0,0,37.5,72.05,17,44,35.55,81.06,475,493,714,495,540,497,542,499,55004,-0.82,27986,39.25,99.48,38.72,101.69,99.22,21,21,21,21,134,21,157,157,157,589,667226,,,,,,
2961,3405,36.87,79.11,9549,9549,34.77,77.61,7,13,37.39,73.9,0,0,37.25,74.32,15,39,35.31,81.01,495,492,392,494,813,496,463,497,54942,-1.26,27107,39.06,95.88,39.52,103.14,98.39,21,21,21,21,131,21,154,154,154,574,672356,,,,,,
2693,3096,36.93,89.75,8858,8858,34.84,80.11,11,21,37.36,82.53,0,0,37.03,78.05,14,36,35.28,87.92,490,494,616,495,335,496,482,497,54899,-1.67,21395,39.17,94.23,39.64,103.34,96.07,21,20,21,21,130,21,152,152,152,567,677475,,,,,,
2442,2808,36.9,96.93,8030,8030,34.91,92.1,16,31,37.41,89.32,0,0,36.93,93.38,14,36,35.31,95.32,477,493,196,495,645,496,436,495,54853,-1.17,18620,39.31,92.62,39.6,103.27,93.68,21,20,21,21,129,21,151,151,152,550,682605,,,,,,
2181,2508,36.96,96.54,7074,7074,34.96,94.43,21,41,37.41,89.42,0,0,36.95,93.1,12,31,35.3,96.29,437,494,0,495,752,495,458,496,54901,-2.42,24529,39.28,86.13,39.66,103.38,92.7,20,20,20,20,126,20,147,147,148,553,687724,,,,,,
1933,2222,38.74,99.99,6018,6018,35.82,99.99,25,49,39.14,99.99,0,0,39.11,99.99,10,26,37.21,99.99,482,493,0,494,984,496,491,497,55490,-1.9,28464,39.09,74.69,39.76,103.56,84.89,20,20,20,20,128,20,150,150,150,545,692854,,,,,,
1724,1982,40.9,99.99,5080,5080,37.79,99.99,26,50,40.79,99.97,0,0,41.4,99.99,10,26,38.7,99.99,516,495,0,495,690,496,458,495,55549,-0.95,24758,39.12,82.56,39.37,102.87,67.87,21,21,21,21,131,21,154,154,154,524,697984,,,,,,
1595,1834,42.41,99.99,4475,4475,39,99.99,27,52,42.21,97.42,0,0,42.2,95.83,12,31,39.9,99.99,490,494,980,495,964,495,476,496,55227,-0.29,22329,39.28,85.78,39.19,102.55,71.36,20,20,20,20,126,20,148,148,148,532,703104,,,,,,
1554,1787,41.62,90.69,4320,4320,38.83,97.22,28,54,41.63,84.82,0,0,41.65,82.94,13,34,39.37,91.96,473,492,983,495,364,496,401,495,54728,-1.9,21507,40.37,94.21,39.37,102.87,82.32,19,19,19,19,123,19,144,144,144,549,708238,,,,,,
1543,1774,41.16,82.31,4358,4358,38.48,85.46,32,62,41.28,76.11,0,0,41.22,76.33,12,31,38.93,82.15,498,495,1,494,402,497,492,497,54477,-2.58,19881,41.08,93.25,40.17,104.3,92.87,19,19,19,19,119,19,139,139,139,566,713350,,,,,,
1515,1742,40.84,80.23,4345,4345,38.09,80.12,38,74,40.91,74.35,0,0,41.22,76.33,12,31,38.93,82.15,475,492,0,495,621,496,420,497,54469,-3.17,22613,41.28,88.58,40.96,105.74,92.6,18,18,18,18,114,18,133,133,133,586,718490,,,,,,
1463,1682,40.52,75.74,4203,4203,37.86,76.48,44,86,40.59,71.5,0,0,40.89,72.75,12,31,38.53,79.23,489,495,367,495,282,496,498,496,55013,-3.1,19976,40.77,55.4,41.63,106.93,87.94,18,18,18,18,113,18,133,133,133,572,723621,,,,,,
1397,1606,40.18,61.99,3969,3969,37.52,68.66,50,98,40.32,58.42,0,0,40.53,67.76,9,23,38.2,76.56,475,495,410,495,3,496,447,495,55263,-2.21,15528,40.46,47.21,41.48,106.66,55.74,17,16,17,17,103,17,121,121,121,569,728770,,,,,,
1317,1514,39.87,57.7,3648,3648,37.25,64.03,54,105,40.04,53.43,0,0,40.27,57.97,7,18,37.87,66.82,492,497,462,494,505,497,490,497,55294,-2.29,13527,40.16,48.98,41.14,106.04,42.7,14,13,14,14,84,14,99,99,99,568,733902,,,,,,
1219,1401,39.61,59.47,3228,3228,37,63.97,57,111,39.77,53.85,0,0,39.96,55.78,5,13,37.59,63,505,494,482,494,493,496,466,496,55343,-2.4,11780,39.94,48.7,40.89,105.61,41.67,13,12,13,13,79,13,92,92,92,559,739053,,,,,,
1114,1281,39.34,58.92,2722,2722,36.78,64.39,58,113,39.53,54.26,0,0,39.74,58.51,3,7,37.34,63.33,489,495,463,495,493,496,452,497,55403,-2.11,8348,39.68,46.72,40.68,105.23,42.92,13,12,13,13,79,13,92,92,92,559,744180,,,,,,
1000,1150,39.13,58.56,2209,2209,36.58,63.81,56,109,39.32,54.38,0,0,39.5,57.47,2,5,37.15,63.81,475,493,429,495,501,495,455,495,55465,-2.04,5707,39.46,46.62,40.47,104.85,40.14,12,12,12,12,76,12,89,89,89,559,749309,,,,,,
891,1024,38.91,58.37,1783,1783,36.43,63.36,51,99,39.13,54.21,0,0,39.3,58.28,1,2,36.99,62.97,500,493,487,495,488,495,466,496,55524,-2,3985,39.2,46.94,40.24,104.43,39.84,10,10,10,10,64,10,75,75,75,562,754420,,,,,,
801,921,38.71,58.69,1475,1475,36.27,63.67,44,86,38.95,54.44,0,0,39.13,57.62,1,2,36.82,63.1,489,494,437,495,499,495,460,496,55574,-1.91,2748,38.96,47.35,40,104,39.5,9,9,9,9,57,9,66,66,66,561,759598,,,,,,
731,840,38.52,59.01,1234,1234,36.11,63.58,37,72,38.8,54.92,0,0,38.95,58.11,1,2,36.63,63.48,496,494,492,494,466,496,477,495,55627,-1.79,2150,38.74,47.74,39.77,103.58,39.7,8,7,8,8,48,8,56,56,56,556,764705,,,,,,
672,772,38.31,59.42,1043,1043,35.97,64.29,30,58,38.66,55.04,0,0,38.75,58.33,1,2,36.48,63.71,491,495,451,495,549,496,459,497,55673,-1.8,1702,38.53,48.46,39.52,103.14,39.62,7,7,7,7,43,7,50,50,50,553,769811,,,,,,
627,721,38.13,59.62,925,925,35.82,64.42,23,45,38.52,55.04,0,0,38.61,58.36,2,5,36.33,64.03,499,494,478,495,444,496,470,495,55720,-1.79,1382,38.29,48.9,39.29,102.73,40.19,6,6,6,6,40,6,47,47,47,546,774919,,,,,,
592,680,37.95,59.75,851,851,35.66,64.71,17,33,38.39,55.26,0,0,38.45,58.46,3,7,36.18,64.23,483,495,435,495,561,495,457,496,55768,-1.68,1208,38.09,49.25,39.08,102.35,40.65,6,6,6,6,39,6,46,46,46,546,780056,,,,,,
560,644,37.79,60.07,783,783,35.52,64.94,13,25,38.25,55.46,0,0,38.3,58.68,3,7,35.91,64.94,492,494,491,495,462,496,481,496,55806,-1.65,1091,37.93,49.75,38.87,101.97,40.89,6,6,6,6,39,6,45,45,45,545,785164,,,,,,
